delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_hours,failed_delivery_flag,delayed_delivery_flag
DL00644,O00585,D097,V119,H01,2025-02-25 14:04:00,,Failed,6.36,0,0,3.11,13.31,,1,0
DL00645,O00158,D129,V090,H02,2024-07-11 17:47:00,,Failed,6.06,2,0,2.77,13.29,,1,0
DL00646,O00707,D023,V100,H06,2024-11-10 06:33:00,,Ontime,8.31,0,0,4.38,4.79,,0,0
DL00647,O00550,D067,V001,H02,2025-01-19 02:17:00,,Ontime,8.7,1,0,4.52,10.41,,0,0
DL00648,O00551,D143,V045,H02,2024-06-16 13:01:00,2026-04-28 08:30:18,Ontime,9.21,0,0,4.43,14.38,16339.488333333333,0,0
DL00649,O00110,D075,V073,H01,2024-08-23 13:10:00,,Ontime,9.4,1,0,5.0,12.55,,0,0
DL00650,O00106,D097,V035,H01,2025-11-29 06:15:00,2026-04-28 03:53:48,Ontime,8.16,0,0,4.26,11.01,3597.6466666666665,0,0
DL00651,O00107,D090,V022,H04,2024-11-14 01:39:00,,Delayed,6.01,1,0,3.71,9.58,,0,1
DL00652,O00928,D129,V028,H07,2024-02-28 14:26:00,2026-04-28 02:52:12,Ontime,14.7,1,0,3.65,7.18,18948.43666666667,0,0
DL00653,O00076,D043,V096,H04,2025-12-25 05:43:00,,Delayed,12.43,3,0,2.71,13.03,,0,1
DL00654,O00897,D078,V057,H04,2025-09-21 21:38:00,,Failed,17.42,0,0,2.92,13.13,,1,0
DL00655,O01222,D156,V042,H08,2025-09-10 03:29:00,,Ontime,12.34,1,0,4.66,3.15,,0,0
DL00656,O00747,D134,V089,H03,2025-08-05 09:12:00,2026-04-28 00:15:12,Ontime,15.27,0,0,4.04,12.29,6375.053333333333,0,0
DL00657,O00674,D145,V072,H01,2025-08-11 17:47:00,2026-04-28 13:33:06,Failed,14.98,2,0,1.95,17.49,6235.768333333333,1,0
DL00658,O01123,D001,V073,H04,2024-01-31 07:38:00,,Failed,6.23,1,0,4.41,6.01,,1,0
DL00659,O00308,D046,V082,H02,2025-03-28 16:40:00,,Ontime,34.92,2,0,4.31,16.73,,0,0
DL00660,O00016,D008,V001,H02,2025-07-29 13:52:00,2026-04-28 01:03:00,Ontime,16.1,2,0,3.36,14.03,6539.183333333333,0,0
DL00661,O01038,D145,V067,H03,2024-12-01 01:45:00,2026-04-28 12:26:00,Ontime,19.41,2,0,4.41,17.61,12322.683333333332,0,0
DL00662,O00365,D118,V013,H03,2024-01-11 13:00:00,2026-04-28 14:42:24,Ontime,21.14,0,0,4.62,16.89,20113.706666666665,0,0
DL00663,O00865,D017,V070,H03,2024-03-22 01:14:00,2026-04-28 15:39:30,Ontime,15.24,1,0,3.19,16.61,18422.425,0,0
DL00664,O00430,D152,V027,H07,2025-01-15 03:49:00,2026-04-28 16:09:36,Failed,20.64,1,1,3.36,25.46,11244.343333333334,1,0
DL00665,O00268,D124,V100,H03,2024-01-29 08:37:00,2026-04-28 14:11:18,Delayed,20.03,3,1,2.49,15.01,19685.571666666667,0,1
DL00666,O00350,D055,V066,H05,2024-11-20 04:37:00,2026-04-28 18:52:18,Ontime,5.38,0,0,4.67,10.56,12590.255,0,0
DL00667,O01088,D049,V087,H08,2024-12-02 12:50:00,2026-04-28 12:08:54,Ontime,9.91,1,0,4.8,13.21,12287.315,0,0
DL00668,O01140,D107,V018,H05,2025-09-26 01:35:00,2026-04-28 09:15:24,Ontime,19.54,0,0,4.57,16.84,5143.673333333333,0,0
DL00669,O01235,D039,V001,H08,2025-06-01 03:54:00,,Ontime,15.65,0,0,3.31,12.4,,0,0
DL00670,O01248,D098,V006,H04,2024-08-30 19:26:00,,Ontime,11.65,1,0,4.28,17.56,,0,0
DL00671,O00005,D054,V073,H03,2025-02-17 20:23:00,2026-04-28 05:00:00,Ontime,16.01,1,0,4.38,13.53,10424.616666666667,0,0
DL00672,O00017,D108,V030,H02,2025-05-27 11:38:00,2026-04-28 21:51:36,Ontime,35.33,5,0,4.94,19.77,8074.2266666666665,0,0
DL00673,O00651,D125,V047,H03,2024-09-29 10:51:00,2026-04-28 22:58:12,Ontime,13.26,0,0,4.71,11.92,13836.12,0,0
DL00674,O00456,D005,V078,H01,2024-01-16 04:57:00,2026-04-28 20:05:00,Ontime,12.96,1,0,4.96,8.1,20007.133333333335,0,0
DL00675,O00436,D120,V008,H07,2025-01-29 18:44:00,,Ontime,23.3,3,0,3.5,13.77,,0,0
DL00676,O00515,D033,V027,H05,2024-02-03 12:39:00,2026-04-28 14:23:36,Ontime,3.67,1,0,3.87,10.33,19561.743333333332,0,0
DL00677,O00528,D001,V036,H03,2024-10-13 11:51:00,,Ontime,18.36,2,0,3.82,10.56,,0,0
DL00678,O00441,D133,V119,H07,2025-04-01 12:54:00,,Ontime,8.13,0,0,4.29,6.46,,0,0
DL00679,O01122,D008,V098,H04,2025-10-06 07:57:00,2026-04-28 15:06:12,Delayed,1.2,2,0,2.15,12.25,4903.153333333334,0,1
DL00680,O01148,D064,V056,H04,2024-11-19 06:45:00,2026-04-28 09:27:48,Ontime,12.17,0,0,4.49,8.14,12602.713333333333,0,0
DL00681,O01197,D046,V033,H01,2024-01-27 02:16:00,2026-04-28 15:53:12,Delayed,13.28,0,0,1.97,18.74,19741.62,0,1
DL00682,O00264,D039,V004,H08,2025-08-12 12:49:00,2026-04-28 08:01:42,Ontime,11.86,0,0,5.0,14.2,6211.211666666667,0,0
DL00683,O00560,D102,V008,H03,2025-08-05 18:41:00,2026-04-28 14:19:30,Delayed,21.04,0,0,2.52,19.01,6379.641666666666,0,1
DL00684,O00986,D026,V027,H08,2024-02-06 11:40:00,,Delayed,12.6,1,1,3.71,10.36,,0,1
DL00685,O00113,D002,V042,H03,2024-02-12 05:54:00,,Failed,10.66,1,0,2.68,10.8,,1,0
DL00686,O00523,D083,V002,H08,2025-11-04 08:01:00,2026-04-28 17:37:24,Ontime,24.04,3,0,5.0,12.99,4209.606666666667,0,0
DL00687,O00328,D168,V072,H06,2024-09-12 07:45:00,,Ontime,16.38,2,0,5.0,15.23,,0,0
DL00688,O00385,D117,V068,H03,2025-10-24 17:08:00,,Ontime,17.58,0,0,4.16,13.79,,0,0
DL00689,O00165,D087,V048,H07,2024-03-16 15:57:00,,Ontime,16.14,1,0,4.14,18.83,,0,0
DL00690,O00129,D167,V096,H01,2024-12-12 05:16:00,,Failed,17.64,0,0,2.59,15.08,,1,0
DL00691,O00022,D055,V091,H01,2025-04-20 21:40:00,,Delayed,4.45,0,0,4.36,13.49,,0,1
DL00692,O00176,D093,V100,H07,2025-04-15 11:14:00,,Ontime,14.91,0,0,3.65,16.9,,0,0
DL00693,O00154,D137,V063,H03,2024-08-20 06:10:00,,Delayed,13.63,0,0,2.62,11.31,,0,1
DL00694,O00457,D087,V038,H05,2024-03-31 09:26:00,,Failed,14.66,0,1,1.68,13.68,,1,0
DL00695,O00195,D017,V067,H06,2024-06-02 20:32:00,,Delayed,18.13,1,0,3.49,16.69,,0,1
DL00696,O01210,D016,V035,H07,2025-04-01 13:32:00,,Ontime,4.73,2,0,3.18,11.48,,0,0
DL00697,O00117,D010,V080,H06,2024-06-10 11:21:00,,Ontime,13.19,1,0,5.0,10.04,,0,0
DL00698,O00882,D101,V092,H07,2024-09-01 12:12:00,,Failed,10.97,0,0,3.6,15.95,,1,0
DL00699,O00388,D133,V091,H02,2025-10-07 00:43:00,2026-04-28 23:12:18,Ontime,13.59,1,0,4.11,13.94,4894.488333333334,0,0
DL00700,O00027,D099,V115,H06,2025-02-26 02:22:00,,Ontime,8.6,1,0,5.0,9.3,,0,0
DL00701,O00440,D077,V084,H08,2024-12-03 03:36:00,2026-04-28 00:24:24,Failed,12.65,0,0,5.0,10.83,12260.806666666667,1,0
DL00702,O00143,D104,V086,H06,2025-03-07 13:02:00,2026-04-28 13:35:18,Ontime,18.33,2,0,4.86,10.36,10008.555,0,0
DL00703,O01098,D136,V020,H06,2025-04-24 09:34:00,,Delayed,11.16,1,0,2.82,12.56,,0,1
DL00704,O01009,D058,V084,H08,2024-06-01 06:49:00,,Ontime,1.84,0,0,4.35,5.9,,0,0
DL00705,O00084,D010,V061,H03,2025-05-13 08:46:00,,Failed,15.18,2,0,4.04,12.68,,1,0
DL00706,O00625,D164,V117,H08,2025-07-12 06:16:00,,Ontime,15.14,0,0,4.37,11.27,,0,0
DL00707,O00514,D022,V013,H02,2025-11-12 08:13:00,,Ontime,9.89,1,0,4.15,16.04,,0,0
DL00708,O00323,D089,V035,H07,2024-11-01 15:56:00,,Ontime,7.15,1,0,4.49,3.79,,0,0
DL00709,O00580,D125,V020,H02,2024-02-12 07:41:00,2026-04-28 11:17:12,Delayed,14.43,1,1,4.39,8.47,19347.603333333333,0,1
DL00710,O00262,D116,V119,H06,2024-02-28 06:22:00,,Ontime,1.39,2,0,4.12,12.47,,0,0
DL00711,O00484,D028,V120,H08,2024-03-10 14:43:00,,Ontime,16.19,3,0,3.77,8.83,,0,0
DL00712,O01056,D134,V012,H07,2024-12-20 00:40:00,2026-04-28 07:55:24,Delayed,11.83,1,0,4.95,3.1,11863.256666666666,0,1
DL00713,O00728,D044,V039,H03,2024-10-21 06:15:00,,Ontime,21.4,0,0,4.63,26.99,,0,0
DL00714,O00078,D140,V110,H04,2025-10-06 05:23:00,2026-04-28 04:38:24,Ontime,10.21,0,0,4.53,20.77,4895.256666666667,0,0
DL00715,O00621,D148,V098,H02,2025-05-15 19:44:00,2026-04-28 03:00:48,Delayed,37.21,2,0,4.05,18.77,8335.28,0,1
DL00716,O00221,D158,V074,H08,2024-10-06 05:06:00,2026-04-28 10:08:24,Ontime,3.43,1,0,3.66,8.24,13661.04,0,0
DL00717,O00530,D106,V016,H01,2024-03-31 08:10:00,2026-04-28 23:04:12,Delayed,28.07,3,0,4.26,17.52,18206.903333333332,0,1
DL00718,O00945,D067,V081,H01,2025-11-10 15:32:00,2026-04-28 12:24:06,Delayed,9.2,0,0,2.3,15.84,4052.8683333333333,0,1
DL00719,O00138,D124,V020,H08,2025-10-02 07:02:00,2026-04-28 15:45:48,Delayed,16.1,1,0,3.88,18.38,5000.73,0,1
DL00720,O01179,D097,V102,H06,2025-10-13 21:10:00,,Delayed,9.37,1,0,3.0,9.84,,0,1
DL00721,O00742,D086,V017,H04,2025-08-27 17:58:00,,Delayed,29.21,1,0,3.51,23.07,,0,1
DL00722,O00289,D097,V083,H04,2024-08-24 02:33:00,,Ontime,16.76,0,0,4.24,19.9,,0,0
DL00723,O00477,D050,V108,H03,2025-10-29 14:40:00,2026-04-28 19:52:30,Delayed,6.67,2,1,3.25,17.41,4349.208333333333,0,1
DL00724,O00024,D003,V042,H01,2024-10-10 07:43:00,2026-04-28 21:10:24,Ontime,17.9,0,0,4.76,14.39,13573.456666666667,0,0
DL00725,O01115,D140,V094,H06,2025-11-29 00:00:00,2026-04-28 20:28:00,Failed,13.65,1,0,2.1,12.34,3620.4666666666667,1,0
DL00726,O00085,D045,V023,H03,2024-03-02 09:54:00,2026-04-28 02:36:42,Ontime,14.37,0,0,5.0,2.5,18880.711666666666,0,0
DL00727,O00520,D164,V080,H08,2024-07-07 13:40:00,2026-04-28 11:10:24,Delayed,5.25,0,0,3.43,3.23,15837.506666666666,0,1
DL00728,O00951,D128,V093,H01,2024-04-30 16:16:00,2026-04-28 12:49:18,Delayed,11.96,0,1,4.54,8.65,17468.555,0,1
DL00729,O00638,D004,V060,H04,2025-05-26 13:22:00,2026-04-28 18:46:30,Ontime,5.33,1,0,4.2,9.65,8093.408333333334,0,0
DL00730,O00191,D170,V025,H05,2025-04-02 03:32:00,,Ontime,8.68,1,0,4.06,5.48,,0,0
DL00731,O00386,D158,V042,H05,2024-12-16 21:08:00,2026-04-28 02:20:30,Failed,18.68,3,1,3.05,12.76,11933.208333333334,1,0
DL00732,O00748,D024,V076,H01,2025-07-23 06:45:00,2026-04-28 06:33:48,Failed,11.16,1,0,3.55,15.34,6695.8133333333335,1,0
DL00733,O00252,D009,V114,H03,2024-03-10 16:48:00,2026-04-28 13:36:42,Ontime,21.06,0,0,3.48,18.64,18692.81166666667,0,0
DL00734,O00317,D106,V089,H02,2025-01-19 23:25:00,2026-04-28 14:31:42,Ontime,12.54,0,0,3.99,12.79,11127.111666666666,0,0
DL00735,O00190,D150,V082,H01,2024-12-28 08:40:00,2026-04-28 08:00:00,Ontime,13.27,0,0,3.68,10.58,11663.333333333334,0,0
DL00736,O00732,D123,V100,H02,2025-06-05 11:32:00,2026-04-28 00:13:18,Failed,13.5,0,0,2.19,13.81,7836.6883333333335,1,0
DL00737,O00247,D146,V015,H01,2024-07-13 21:14:00,,Ontime,15.68,1,0,4.03,10.54,,0,0
DL00738,O01163,D071,V022,H06,2024-09-10 01:38:00,,Delayed,7.16,0,0,3.63,8.91,,0,1
DL00739,O00644,D087,V078,H08,2025-11-03 10:33:00,,Delayed,7.6,1,0,3.28,15.7,,0,1
DL00740,O00889,D029,V021,H02,2024-02-24 23:01:00,2026-04-28 20:53:48,Ontime,15.64,0,0,3.98,11.85,19053.88,0,0
DL00741,O00689,D113,V091,H01,2025-09-29 16:16:00,,Delayed,15.66,1,0,1.65,8.71,,0,1
DL00742,O00326,D056,V033,H06,2024-11-03 10:06:00,,Delayed,13.55,0,1,2.51,15.1,,0,1
DL00743,O00171,D158,V083,H03,2025-05-01 03:28:00,,Ontime,33.77,0,0,5.0,13.64,,0,0
DL00744,O00899,D052,V062,H06,2025-02-04 09:43:00,,Delayed,25.36,5,0,1.64,13.11,,0,1
DL00745,O00333,D092,V072,H07,2025-03-25 06:36:00,2026-04-28 16:54:54,Failed,11.35,0,0,4.29,13.37,9586.315,1,0
DL00746,O00431,D002,V097,H02,2025-03-29 13:29:00,2026-04-28 02:43:30,Ontime,14.4,1,0,3.32,11.96,9469.241666666667,0,0
DL00747,O00482,D008,V085,H08,2025-11-10 04:00:00,2026-04-28 22:40:36,Ontime,15.25,1,0,4.27,12.88,4074.6766666666667,0,0
DL00748,O00741,D156,V119,H04,2025-05-30 02:47:00,2026-04-28 13:17:42,Delayed,32.74,1,0,4.04,16.92,8002.511666666666,0,1
DL00749,O01036,D026,V013,H06,2024-02-28 20:38:00,,Ontime,13.64,1,0,4.27,10.07,,0,0
DL00750,O00976,D156,V109,H08,2024-02-02 19:55:00,2026-04-28 06:57:00,Delayed,13.29,0,0,2.64,10.65,19571.033333333333,0,1
DL00751,O00234,D136,V073,H01,2025-02-19 12:33:00,2026-04-28 19:04:24,Ontime,13.68,0,0,5.0,8.76,10398.523333333333,0,0
DL00752,O00020,D069,V013,H01,2024-05-09 23:04:00,,Ontime,12.27,1,0,4.33,8.63,,0,0
DL00753,O01139,D163,V101,H04,2024-03-05 15:46:00,2026-04-28 19:36:12,Ontime,17.13,1,0,4.6,16.29,18819.836666666666,0,0
DL00754,O00605,D027,V023,H03,2025-03-21 15:02:00,,Ontime,1.2,1,0,4.18,7.11,,0,0
DL00755,O01073,D084,V024,H08,2024-01-05 05:34:00,,Delayed,21.74,1,0,2.22,13.13,,0,1
DL00756,O00112,D130,V034,H07,2024-09-16 08:59:00,,Ontime,13.07,3,0,3.11,16.72,,0,0
DL00757,O00074,D135,V002,H06,2025-10-18 14:03:00,2026-04-28 07:10:30,Delayed,12.69,1,1,5.0,6.5,4601.125,0,1
DL00758,O01126,D085,V043,H07,2025-05-02 17:34:00,2026-04-28 21:46:12,Delayed,21.98,4,0,2.72,17.1,8668.203333333333,0,1
DL00759,O01240,D012,V120,H08,2025-10-08 15:19:00,,Ontime,6.57,0,0,4.47,11.36,,0,0
DL00760,O00226,D081,V030,H04,2024-07-23 14:20:00,,Ontime,12.22,0,0,4.2,14.58,,0,0
DL00761,O00810,D134,V088,H04,2024-04-16 04:12:00,,Ontime,1.2,1,0,3.48,3.76,,0,0
DL00762,O00864,D133,V002,H03,2024-08-04 01:29:00,,Ontime,34.77,1,0,3.95,18.48,,0,0
DL00763,O00837,D110,V059,H02,2024-04-18 19:06:00,,Failed,16.1,0,1,3.96,13.38,,1,0
DL00764,O01187,D049,V004,H07,2025-11-17 02:29:00,,Delayed,14.53,0,0,2.42,10.58,,0,1
DL00765,O00043,D126,V023,H06,2024-01-01 06:03:00,,Ontime,16.23,1,0,4.81,15.76,,0,0
DL00766,O00371,D082,V088,H07,2025-01-27 04:54:00,,Failed,10.55,0,0,2.58,13.84,,1,0
DL00767,O00948,D096,V099,H02,2025-05-14 05:19:00,,Delayed,5.39,2,0,3.98,3.62,,0,1
DL00768,O00800,D086,V043,H04,2024-01-29 02:36:00,,Delayed,14.84,0,0,1.74,20.01,,0,1
DL00769,O00957,D038,V048,H03,2024-02-28 03:47:00,,Ontime,10.69,0,0,3.73,8.08,,0,0
DL00770,O00217,D091,V077,H08,2024-01-22 08:17:00,,Ontime,29.87,1,0,4.21,17.68,,0,0
DL00771,O00257,D003,V116,H01,2024-08-11 03:42:00,2026-04-28 16:26:06,Ontime,11.52,2,0,4.78,14.84,15012.735,0,0
DL00772,O01108,D135,V058,H07,2024-10-24 07:22:00,2026-04-28 22:16:24,Ontime,15.77,0,0,4.48,12.1,13238.906666666666,0,0
DL00773,O00080,D101,V050,H03,2025-11-13 05:00:00,2026-04-28 21:31:54,Ontime,19.65,0,0,3.41,11.72,4000.5316666666668,0,0
DL00774,O01180,D049,V032,H02,2024-09-07 21:42:00,2026-04-28 19:33:48,Delayed,26.83,1,0,4.21,12.3,14349.863333333333,0,1
DL00775,O00153,D109,V040,H05,2025-02-09 09:08:00,,Delayed,3.69,0,1,2.36,14.94,,0,1
DL00776,O00383,D036,V069,H02,2024-11-19 17:12:00,,Ontime,15.59,0,0,4.41,14.25,,0,0
DL00777,O00316,D064,V088,H05,2025-07-31 14:43:00,2026-04-28 19:27:00,Ontime,13.91,0,0,3.58,13.71,6508.733333333334,0,0
DL00778,O00965,D143,V005,H08,2024-09-28 17:43:00,2026-04-28 06:23:06,Failed,18.34,3,0,2.96,12.7,13836.668333333333,1,0
DL00779,O01146,D127,V048,H08,2025-11-17 05:21:00,2026-04-28 08:16:06,Ontime,6.04,1,0,4.27,15.07,3890.9183333333335,0,0
DL00780,O01202,D155,V040,H01,2024-11-14 16:31:00,,Ontime,12.72,0,0,3.64,15.59,,0,0
DL00781,O00871,D082,V092,H02,2025-12-24 06:28:00,2026-04-28 08:15:54,Failed,11.59,0,0,4.6,17.88,3001.798333333333,1,0
DL00782,O00602,D019,V030,H07,2025-12-11 11:15:00,,Delayed,16.3,0,0,3.47,13.54,,0,1
DL00783,O00380,D099,V015,H07,2025-02-20 00:44:00,,Failed,8.95,2,1,1.67,16.86,,1,0
DL00784,O00073,D095,V039,H05,2025-03-31 05:10:00,2026-04-28 01:35:12,Delayed,5.24,0,1,2.29,13.26,9428.42,0,1
DL00785,O00726,D099,V031,H01,2024-02-05 00:29:00,,Ontime,18.6,1,0,4.22,17.03,,0,0
DL00786,O00232,D083,V088,H06,2025-06-05 22:06:00,2026-04-28 04:10:42,Ontime,15.42,0,0,5.0,14.69,7830.078333333333,0,0
DL00787,O00102,D159,V071,H06,2024-05-22 00:18:00,,Ontime,11.22,3,0,4.01,9.72,,0,0
DL00788,O00927,D108,V058,H05,2025-05-07 05:03:00,2026-04-28 15:39:06,Failed,10.39,0,0,4.32,19.57,8554.601666666667,1,0
DL00789,O00536,D103,V031,H06,2025-11-03 11:23:00,2026-04-28 13:51:24,Failed,15.28,3,1,3.03,11.56,4226.473333333333,1,0
DL00790,O00628,D170,V039,H08,2024-10-26 12:51:00,,Delayed,12.25,0,1,3.68,5.21,,0,1
DL00791,O01047,D085,V116,H01,2025-11-10 17:11:00,2026-04-28 04:01:54,Ontime,21.48,1,0,4.67,22.23,4042.8483333333334,0,0
DL00792,O00033,D106,V094,H08,2025-12-30 21:39:00,,Failed,14.69,1,0,3.2,16.8,,1,0
DL00793,O00095,D119,V043,H03,2025-05-15 14:55:00,,Ontime,17.36,2,0,4.7,14.29,,0,0
DL00794,O00265,D052,V079,H04,2024-05-19 02:54:00,2026-04-28 03:52:42,Delayed,12.37,1,0,1.76,17.61,17016.978333333333,0,1
DL00795,O00151,D068,V062,H05,2025-03-02 11:55:00,2026-04-28 00:58:42,Ontime,2.99,0,0,4.03,9.67,10117.061666666666,0,0
DL00796,O00860,D139,V098,H05,2024-04-26 22:58:00,2026-04-28 15:49:18,Ontime,19.21,2,0,4.08,14.76,17560.855,0,0
DL00797,O00894,D138,V066,H01,2024-01-15 01:08:00,,Delayed,11.19,1,0,3.85,5.56,,0,1
DL00798,O00850,D046,V073,H07,2024-07-31 22:19:00,,Ontime,12.93,2,0,4.63,14.15,,0,0
DL00799,O01233,D125,V103,H04,2024-04-25 19:34:00,,Ontime,11.72,1,0,4.41,9.63,,0,0
DL00800,O01147,D001,V008,H02,2024-04-20 00:58:00,,Delayed,10.59,1,0,3.41,13.12,,0,1
DL00801,O00463,D151,V118,H07,2025-02-20 02:40:00,,Ontime,12.81,0,0,3.78,18.21,,0,0
DL00802,O00691,D092,V086,H08,2024-11-18 03:56:00,2026-04-28 22:24:12,Ontime,11.27,0,0,3.79,9.97,12642.47,0,0
DL00803,O00368,D080,V093,H05,2024-12-05 00:47:00,,Ontime,13.02,3,0,3.98,12.99,,0,0
DL00804,O00015,D052,V097,H03,2025-11-09 05:43:00,2026-04-28 20:46:06,Ontime,9.3,1,0,3.94,9.13,4095.0516666666667,0,0
DL00805,O00215,D033,V057,H07,2024-01-07 12:44:00,2026-04-28 01:00:00,Ontime,16.4,2,0,4.73,9.99,20196.266666666666,0,0
DL00806,O00128,D117,V108,H07,2025-12-28 14:40:00,2026-04-28 18:53:42,Delayed,40.11,2,1,2.68,24.27,2908.2283333333335,0,1
DL00807,O00089,D103,V061,H05,2025-04-24 20:33:00,2026-04-28 18:14:00,Failed,1.2,2,0,2.8,8.46,8853.683333333332,1,0
DL00808,O00993,D055,V009,H04,2025-06-07 23:43:00,,Ontime,10.76,1,0,4.77,9.73,,0,0
DL00809,O01071,D043,V051,H05,2025-02-27 00:21:00,,Delayed,13.21,1,1,4.41,16.54,,0,1
DL00810,O00116,D120,V053,H08,2025-03-09 16:49:00,,Ontime,15.23,0,0,5.0,11.22,,0,0
DL00811,O00404,D160,V082,H01,2025-10-17 23:22:00,,Ontime,8.18,0,0,3.16,10.81,,0,0
DL00812,O01016,D073,V059,H02,2024-06-04 00:55:00,,Ontime,23.74,4,0,5.0,11.75,,0,0
DL00813,O00869,D144,V045,H01,2024-02-26 07:08:00,,Ontime,14.17,0,0,3.56,13.63,,0,0
DL00814,O00471,D123,V060,H04,2025-06-07 15:06:00,2026-04-28 22:06:18,Ontime,8.94,0,0,3.81,12.08,7807.005,0,0
DL00815,O00771,D134,V119,H03,2025-07-27 23:16:00,,Delayed,13.86,0,0,2.94,18.01,,0,1
DL00816,O00857,D017,V047,H05,2025-05-20 21:07:00,,Ontime,1.2,1,0,3.44,13.41,,0,0
DL00817,O00356,D097,V078,H01,2025-05-27 05:41:00,,Ontime,10.07,0,0,3.25,17.74,,0,0
DL00818,O01000,D035,V120,H07,2025-11-15 22:28:00,2026-04-28 01:40:48,Ontime,35.25,1,0,5.0,23.18,3915.213333333333,0,0
DL00819,O00892,D142,V025,H03,2025-10-08 03:49:00,,Delayed,32.56,2,0,4.04,17.18,,0,1
DL00820,O01192,D069,V030,H05,2024-12-13 17:39:00,,Delayed,30.97,2,0,3.07,21.48,,0,1
DL00821,O00424,D074,V080,H07,2025-07-11 10:13:00,2026-04-28 18:17:36,Ontime,1.9,4,0,3.85,9.03,6992.076666666667,0,0
DL00822,O00109,D084,V032,H03,2025-10-24 13:25:00,,Ontime,6.47,1,0,3.13,12.84,,0,0
DL00823,O00655,D104,V114,H08,2025-11-01 16:20:00,,Failed,9.55,1,0,1.91,8.94,,1,0
DL00824,O00369,D036,V080,H02,2024-10-02 13:42:00,,Failed,10.19,2,0,4.45,7.81,,1,0
DL00825,O01004,D147,V007,H05,2024-09-21 20:08:00,2026-04-28 23:36:54,Failed,11.9,0,0,2.26,21.03,14019.481666666667,1,0
DL00826,O01087,D089,V021,H01,2025-12-14 08:53:00,2026-04-28 01:02:54,Ontime,24.56,1,0,3.83,14.2,3232.165,0,0
DL00827,O00079,D065,V030,H01,2025-03-10 06:56:00,2026-04-28 06:19:48,Ontime,16.9,2,0,4.87,11.29,9935.396666666667,0,0
DL00828,O00879,D119,V069,H07,2025-07-04 02:40:00,2026-04-28 08:31:42,Ontime,8.27,0,0,4.79,14.23,7157.861666666667,0,0
DL00829,O00426,D101,V008,H03,2024-09-28 15:10:00,2026-04-28 18:55:30,Ontime,7.91,2,0,3.83,6.45,13851.758333333333,0,0
DL00830,O01114,D164,V071,H01,2024-12-14 00:50:00,2026-04-28 09:00:00,Ontime,11.1,2,0,4.33,10.17,12008.166666666666,0,0
DL00831,O00023,D133,V053,H08,2025-10-05 05:51:00,2026-04-28 17:27:24,Failed,15.56,0,1,2.38,10.87,4931.606666666667,1,0
DL00832,O01143,D083,V109,H06,2025-06-16 02:45:00,2026-04-28 02:41:48,Failed,18.52,0,0,4.27,13.94,7583.946666666667,1,0
DL00833,O00712,D169,V106,H04,2025-05-26 11:52:00,2026-04-28 09:55:54,Ontime,16.28,0,0,4.22,17.55,8086.065,0,0
DL00834,O01165,D022,V099,H02,2025-12-13 07:00:00,2026-04-28 03:16:54,Ontime,15.51,2,0,4.58,9.85,3260.2816666666668,0,0
DL00835,O00188,D096,V005,H05,2025-09-09 04:34:00,2026-04-28 10:45:12,Delayed,13.48,1,0,2.68,14.25,5550.1866666666665,0,1
DL00836,O00206,D095,V057,H01,2025-12-10 16:47:00,,Failed,6.64,1,0,2.74,9.53,,1,0
DL00837,O01092,D052,V074,H03,2025-12-10 15:10:00,2026-04-28 02:35:00,Ontime,5.31,0,0,3.76,9.42,3323.4166666666665,0,0
DL00838,O00909,D117,V103,H03,2025-01-05 03:05:00,,Failed,14.62,1,1,2.31,20.66,,1,0
DL00839,O00566,D078,V096,H03,2024-04-07 01:03:00,,Failed,7.89,2,1,1.65,11.74,,1,0
DL00840,O01162,D102,V106,H04,2025-06-09 11:40:00,2026-04-28 15:00:00,Ontime,7.84,0,0,4.18,13.23,7755.333333333333,0,0
DL00841,O00733,D006,V068,H02,2024-08-06 08:40:00,,Ontime,15.77,1,0,3.39,11.44,,0,0
DL00842,O00405,D102,V114,H07,2024-02-14 12:17:00,,Ontime,5.55,1,0,3.88,8.89,,0,0
DL00843,O00804,D138,V012,H05,2024-03-13 10:34:00,2026-04-28 16:16:12,Ontime,17.19,1,0,4.66,12.85,18629.703333333335,0,0
DL00844,O00991,D168,V093,H03,2025-01-03 18:00:00,,Ontime,10.66,1,0,4.63,20.41,,0,0
DL00845,O01218,D162,V047,H05,2025-03-15 04:24:00,2026-04-28 23:14:18,Ontime,32.79,2,0,4.64,13.5,9834.838333333333,0,0
DL00846,O01118,D038,V004,H03,2024-02-26 19:54:00,,Ontime,17.64,0,0,4.01,17.89,,0,0
DL00847,O00134,D154,V035,H07,2024-12-22 18:38:00,,Ontime,1.46,0,0,4.09,7.98,,0,0
DL00848,O00633,D080,V091,H08,2024-02-12 13:23:00,,Ontime,20.03,3,0,3.93,10.97,,0,0
DL00849,O00169,D160,V016,H08,2025-12-03 14:32:00,2026-04-28 00:07:24,Ontime,8.52,2,0,4.31,13.73,3489.59,0,0
DL00850,O00444,D060,V055,H05,2025-08-30 19:20:00,,Ontime,4.26,4,0,4.32,8.71,,0,0
DL00851,O01022,D141,V053,H04,2024-03-16 17:31:00,,Delayed,2.38,0,0,3.21,3.58,,0,1
